"question_id","participant_id","answer","time","correct","type","size","layout","domain_question"
13,10,"Poor performance                                                                                                                                                                                                                                                                                            ","15.258","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
16,10,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","31.837","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
21,10,"Gambling                                                                                                                                                                                                                                                                                                    ","11.023","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
33,10,"Gym buddy                                                                                                                                                                                                                                                                                                   ","12.293","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
11,10,"Pass exams                                                                                                                                                                                                                                                                                                  ","16.329","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
24,10,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","34.77","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
18,10,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","20.539","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
2,10,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","28.207","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
17,10,"Sports avoidance                                                                                                                                                                                                                                                                                            ","17.617","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
32,10,"Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ","59.446","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
19,10,"Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ","13.959","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
25,10,"Obesity                                                                                                                                                                                                                                                                                                     ","15.469","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
4,10,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","18.596","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
27,10,"Pass exams                                                                                                                                                                                                                                                                                                  ","15.686","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
26,10,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","25.894","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
30,10,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","18.185","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
1,10,"Depression                                                                                                                                                                                                                                                                                                  ","7.713","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
23,10,"Health issues                                                                                                                                                                                                                                                                                               ","15.742","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
9,10,"Better social life                                                                                                                                                                                                                                                                                          ","13.949","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
8,10,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","115.755","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
28,11,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","42.672","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
8,11,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","9.743","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
31,11,"Pleasant gym time                                                                                                                                                                                                                                                                                           ","10.085","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
9,11,"Better social life                                                                                                                                                                                                                                                                                          ","4.834","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
11,11,"Pass exams                                                                                                                                                                                                                                                                                                  ","7.559","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
21,11,"Gambling                                                                                                                                                                                                                                                                                                    ","6.144","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
26,11,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","13.718","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
30,11,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","18.375","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
23,11,"Health issues                                                                                                                                                                                                                                                                                               ","13.056","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
22,11,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","43.06","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
2,11,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","19.613","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
19,11,"Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ","8.889","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
15,11,"Low salary                                                                                                                                                                                                                                                                                                  ","15.305","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
36,11,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","75.256","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
14,11,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","9.455","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
16,11,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","26.58","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
29,11,"Early age drinking                                                                                                                                                                                                                                                                                          ","13.571","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
32,11,"Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ","30.351","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
1,11,"Depression                                                                                                                                                                                                                                                                                                  ","8","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
13,11,"Poor performance                                                                                                                                                                                                                                                                                            ","13.898","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
27,11,"Pass exams                                                                                                                                                                                                                                                                                                  ","14.212","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
4,11,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","12.654","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
34,11,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","48.872","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
18,11,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","16.055","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
33,11,"Gym buddy                                                                                                                                                                                                                                                                                                   ","14.313","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
12,11,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","10.811","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
35,11,"Low salary                                                                                                                                                                                                                                                                                                  ","13.458","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
5,11,"Successful Debates                                                                                                                                                                                                                                                                                          ","10","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
20,11,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","12.391","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
7,11,"Behavioural issues                                                                                                                                                                                                                                                                                          ","11.135","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
6,11,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","19.11","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
10,11,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","22.784","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
17,11,"Sports avoidance                                                                                                                                                                                                                                                                                            ","9.615","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
3,11,"More friends                                                                                                                                                                                                                                                                                                ","8.791","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
25,11,"Obesity                                                                                                                                                                                                                                                                                                     ","10.368","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
24,11,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","25.863","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
31,12,"Pleasant gym time                                                                                                                                                                                                                                                                                           ","12.048","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
11,12,"Pass exams                                                                                                                                                                                                                                                                                                  ","5.944","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
34,12,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","38.335","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
12,12,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","60.991","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
14,12,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","12.512","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
24,12,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","31.047","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
29,12,"Early age drinking                                                                                                                                                                                                                                                                                          ","21.757","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
33,12,"Gym buddy                                                                                                                                                                                                                                                                                                   ","7.672","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
26,12,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","18.687","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
25,12,"Obesity                                                                                                                                                                                                                                                                                                     ","13.759","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
5,12,"Successful Debates                                                                                                                                                                                                                                                                                          ","9.783","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
22,12,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","18.144","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
18,12,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","18.016","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
3,12,"More friends                                                                                                                                                                                                                                                                                                ","7.735","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
17,12,"Sports avoidance                                                                                                                                                                                                                                                                                            ","12.015","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
19,12,"Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ","8.192","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
32,12,"Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ","44.464","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
35,12,"Low salary                                                                                                                                                                                                                                                                                                  ","12.934","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
4,12,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","16.464","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
16,12,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","55.039","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
30,12,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","14.736","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
7,12,"Behavioural issues                                                                                                                                                                                                                                                                                          ","7.607","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
1,12,"Depression                                                                                                                                                                                                                                                                                                  ","11.615","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
21,12,"Gambling                                                                                                                                                                                                                                                                                                    ","10.319","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
36,12,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","36.207","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
15,12,"Low salary                                                                                                                                                                                                                                                                                                  ","15.648","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
2,12,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","26.608","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
8,12,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","12.887","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
23,12,"Health issues                                                                                                                                                                                                                                                                                               ","15.209","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
10,12,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","28.399","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
9,12,"Better social life                                                                                                                                                                                                                                                                                          ","9.392","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
13,12,"Poor performance                                                                                                                                                                                                                                                                                            ","18.342","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
20,12,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","80.28","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
6,12,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","35.365","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
28,12,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","75.623","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
27,12,"Pass exams                                                                                                                                                                                                                                                                                                  ","21.777","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
4,13,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","16.622","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
20,13,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","19.72","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
